Sample_number,Waterbody_name,Beach_name,Beach_access_num,Latitude,Longitude,Collection_date,Collection_time,MC-LR_conc,Total_cyano_cell_count,Microcystis_mcyE,Anabaena_mcyE,Planktothrix_mcyE,Sample_type,Water_description_additional,Turbidity,Color,Water_temp,Wind_direction,Rainfall_24h_bool,Rainfall_24h_mm,EOB,Year,Month,Day
M161343,Pigeon Lake,Grandview Beach,9622296.0,52.99053,-114.056046,2016-08-16,12:10:00,0.63,142388.0,0.0,0.0,0.0,Composite,Stagnant water on the right side of the beach has conspicuous burgundy colour; air temperature 26 °C,Total,Brown,20.0,SW,False,0,Scums on surface,2016,8,16
M161350,Pigeon Lake,Grandview Beach,9622296.0,52.99053,-114.056046,2016-08-30,11:15:00,0.13,3162032.0,84.25,0.0,0.0,Composite,White foamy appearance on water surface like soapy scums; thick muddy accumulation of organic mass that appears to have been pushed towards the coastal beach line; air temperature 17 °C,Clear,Green,9.0,SE,False,0,Scums on surface,2016,8,30
M161344,Pigeon Lake,Grandview Beach,9622296.0,52.99053,-114.056046,2016-09-20,,,3933132.0,0.0,0.0,0.0,,,,,,,,,,2016,9,20
M161334,Pigeon Lake,Ma-Me-O - 6th Street,9621608.0,52.974094,-113.964537,2016-05-24,10:56:00,0.15,2441.0,0.0,0.0,0.0,Composite,,Slight,Green,9.5,SW,True,50,Particles in water,2016,5,24
M161383,Pigeon Lake,Ma-Me-O - 6th Street,9621608.0,52.974094,-113.964537,2016-05-31,11:20:00,<0.10,684.0,116.25000000000001,0.0,0.0,Composite,Service tractor in water prior to sampling; air temperature 13 °C,Moderate,Green,4.0,NW,True,1 to 2,Particles in water,2016,5,31
M161385,Pigeon Lake,Ma-Me-O - 6th Street,9621608.0,52.974094,-113.964537,2016-06-07,11:05:00,<0.10,0.0,0.0,0.0,0.0,Composite,8 adults and 5 children were around the beach with 4 of the children playing in the water,Slight,Brown,18.0,NW,True,1,Particles in water,2016,6,7
M161389,Pigeon Lake,Ma-Me-O - 6th Street,9621608.0,52.974094,-113.964537,2016-06-14,11:00:00,<0.10,351104.0,0.0,0.0,0.0,Composite,Air temperature 15 °C,Slight,Green,8.0,No wind,False,0,Particles in water,2016,6,14
M161391,Pigeon Lake,Ma-Me-O - 6th Street,9621608.0,52.974094,-113.964537,2016-06-21,10:30:00,<0.10,36157.0,0.0,0.0,0.0,Composite,Negligible drizzles of rain at about collection time; air temperature 18 °C,Slight,Green,15.0,NW,False,0,Particles in water,2016,6,21
M161360,Pigeon Lake,Ma-Me-O - 6th Street,9621608.0,52.974094,-113.964537,2016-06-28,10:30:00,0.14,131078.0,350.0,0.0,0.0,Composite,Air temperature 23 °C,Slight,Green,14.0,NW,False,0,Particles in water,2016,6,28
M161394,Pigeon Lake,Ma-Me-O - 6th Street,9621608.0,52.974094,-113.964537,2016-07-05,10:40:00,<0.10,475561.0,890.0,0.0,0.0,Composite,Wave action against shore sand created moderate turbidity at the shore line; air temperature 16 °C,Slight,Green,9.0,NW,False,0,Particles in water,2016,7,5
M161397,Pigeon Lake,Ma-Me-O - 6th Street,9621608.0,52.974094,-113.964537,2016-07-12,10:40:00,<0.10,171442.0,0.0,0.0,0.0,Composite,Good wave action creates moderate turbidity along shore line; air temperature 18 °C,Slight,Green,13.0,NW,False,0,Particles in water,2016,7,12
M161363,Pigeon Lake,Ma-Me-O - 6th Street,9621608.0,52.974094,-113.964537,2016-07-19,10:45:00,<0.10,183682.0,57.75,0.0,0.0,Composite,Moderate wave action against shore line; air temperature 21 °C,Slight,Green,15.0,NW,False,0,Particles in water,2016,7,19
M161400,Pigeon Lake,Ma-Me-O - 6th Street,9621608.0,52.974094,-113.964537,2016-07-26,11:50:00,<0.10,1597372.0,0.0,0.0,0.0,Composite,Very mild wind/wave action; evidence of green filamentous algae was observed near beach; brownish streak was also observed at a portion of the beach; air temperature 22 °C,Slight,Green,14.0,NW,True,0.1,Particles in water,2016,7,26
M161339,Pigeon Lake,Ma-Me-O - 6th Street,9621608.0,52.974094,-113.964537,2016-08-02,11:25:00,<0.10,368620.0,0.0,0.0,0.0,Composite,Very clear water along beach shoreline; surprisingly free of any streak-like build-up from the past two weeks; air temperature 20 °C,Slight,Green,12.0,NW,False,0,Particles in water,2016,8,2
M161342,Pigeon Lake,Ma-Me-O - 6th Street,9621608.0,52.974094,-113.964537,2016-08-16,11:20:00,0.46,130667.0,0.0,0.0,0.0,Composite,About 8 dead whitefish along the beach shoreline; air temperature 23 °C,Moderate,Green,19.0,SW,False,0,Scums on surface,2016,8,16
M161349,Pigeon Lake,Ma-Me-O - 6th Street,9621608.0,52.974094,-113.964537,2016-08-30,11:45:00,0.13,53589.0,402.50000000000006,0.0,0.0,Composite,Filamentous leaf green formed on the bottom attached to rocky stones in the beach water; air temperature 19 °C,Clear,Green,14.0,SE,False,0,Particles in water,2016,8,30
M161345,Pigeon Lake,Ma-Me-O - 6th Street,9621608.0,52.974094,-113.964537,2016-09-20,,,65909.0,1150.0,0.0,0.0,,,,,,,,,,2016,9,20
M161298,Pigeon Lake,Mission,9601216.0,53.080765,-114.130377,2016-06-15,12:58:00,0.11,0.0,0.0,0.0,0.0,Composite,,Slight,Colourless,16.0,NE,False,0,No evidence,2016,6,15
M161265,Pigeon Lake,Mission,9601216.0,53.080765,-114.130377,2016-06-20,12:10:00,0.29,33262.0,195.25,0.0,0.0,Composite,,Clear,Colourless,16.0,No wind,False,0,No evidence,2016,6,20
M161268,Pigeon Lake,Mission,9601216.0,53.080765,-114.130377,2016-06-27,16:50:00,0.14,26056.0,0.0,0.0,0.0,Composite,,Slight,Brown,16.0,No wind,,,Particles in water,2016,6,27
M161271,Pigeon Lake,Mission,9601216.0,53.080765,-114.130377,2016-07-04,13:57:00,0.1,53297.0,200.5,0.0,0.0,Composite,,Slight,Brown,16.0,No wind,False,0,Particles in water,2016,7,4
M161273,Pigeon Lake,Mission,9601216.0,53.080765,-114.130377,2016-07-11,08:20:00,0.18,739.0,231.5,0.0,0.0,Composite,,Moderate,Brown,16.0,No wind,False,0,Particles in water,2016,7,11
M161299,Pigeon Lake,Mission,9601216.0,53.080765,-114.130377,2016-07-18,18:24:00,0.11,2084635.0,190.5,0.0,0.0,Composite,,Slight,Brown,16.0,No wind,False,0,Particles in water,2016,7,18
M161303,Pigeon Lake,Mission,9601216.0,53.080765,-114.130377,2016-07-25,10:59:00,0.12,340358.0,425.0,0.0,0.0,Composite,,Slight,Brown,20.0,SE,True,0.2,Particles in water,2016,7,25
M161305,Pigeon Lake,Mission,9601216.0,53.080765,-114.130377,2016-08-02,13:45:00,0.11,162400.0,0.0,0.0,0.0,Composite,,Moderate,Brown,21.0,S ,False,0,Particles in water,2016,8,2
M161281,Pigeon Lake,Mission,9601216.0,53.080765,-114.130377,2016-08-08,14:40:00,0.77,2114604.0,0.0,0.0,0.0,Composite,,Moderate,Green,26.2,SE,True,1,Scums on surface,2016,8,8
M161327,Pigeon Lake,Mission,9601216.0,53.080765,-114.130377,2016-08-15,16:42:00,<0.10,513295.0,452.50000000000006,0.0,0.0,Composite,,Moderate,Brown,19.6,SE,True,1,Particles in water,2016,8,15
M161314,Pigeon Lake,Mission,9601216.0,53.080765,-114.130377,2016-08-22,17:02:00,0.13,129167.0,149.75,0.0,0.0,Composite,,Moderate,Brown,15.6,N,True,1,Particles in water,2016,8,22
M161317,Pigeon Lake,Mission,9601216.0,53.080765,-114.130377,2016-08-29,16:28:00,0.2,219107.0,0.0,0.0,0.0,Composite,,Moderate,Brown,18.4,SW,True,1,Particles in water,2016,8,29
M161381,Pigeon Lake,Pigeon Lake Provincial Park,9180123.0,53.026787,-114.126792,2016-05-31,14:15:00,<0.10,0.0,0.0,0.0,0.0,Composite,Air temperature 14 °C,Slight,Green,11.0,SE,True,1 to 2,Particles in water,2016,5,31
M161001,Pigeon Lake,Pigeon Lake Provincial Park,9180123.0,53.026787,-114.126792,2016-06-07,09:50:00,0.12,0.0,0.0,0.0,0.0,Composite,,Slight,Green,15.5,N,False,0,No evidence,2016,6,7
M161012,Pigeon Lake,Pigeon Lake Provincial Park,9180123.0,53.026787,-114.126792,2016-06-14,09:30:00,<0.10,200191.0,187.75,0.0,0.0,Composite,,Slight,Green,15.0,NW,False,0,No evidence,2016,6,14
M161013,Pigeon Lake,Pigeon Lake Provincial Park,9180123.0,53.026787,-114.126792,2016-06-21,09:45:00,0.13,45582.0,0.0,0.0,0.0,Composite,,Slight,Green,16.0,No wind,False,0,No evidence,2016,6,21
M161014,Pigeon Lake,Pigeon Lake Provincial Park,9180123.0,53.026787,-114.126792,2016-06-28,09:30:00,<0.10,19589.0,0.0,0.0,0.0,Composite,,Slight,Green,18.0,N,False,0,Particles in water,2016,6,28
M161015,Pigeon Lake,Pigeon Lake Provincial Park,9180123.0,53.026787,-114.126792,2016-07-05,09:45:00,<0.10,3724.0,148.75,0.0,0.0,Composite,,Slight,Green,19.0,NW,True,10,Particles in water,2016,7,5
M161016,Pigeon Lake,Pigeon Lake Provincial Park,9180123.0,53.026787,-114.126792,2016-07-12,09:20:00,<0.10,120580.0,0.0,0.0,0.0,Composite,,Slight,Green,20.0,NW,True,18,Particles in water,2016,7,12
M161017,Pigeon Lake,Pigeon Lake Provincial Park,9180123.0,53.026787,-114.126792,2016-07-19,09:30:00,0.12,109767.0,652.5,0.0,0.0,Composite,,Slight,Green,19.0,NW,False,0,Particles in water,2016,7,19
M161018,Pigeon Lake,Pigeon Lake Provincial Park,9180123.0,53.026787,-114.126792,2016-07-26,09:20:00,0.1,189084.0,252.5,0.0,0.0,Composite,,Slight,Green,20.0,SE,False,0,Particles in water,2016,7,26
M161019,Pigeon Lake,Pigeon Lake Provincial Park,9180123.0,53.026787,-114.126792,2016-08-02,09:20:00,0.19,246038.0,315.0,0.0,0.0,Composite,,Moderate,Green,20.0,S,True,3,Particles in water,2016,8,2
M161020,Pigeon Lake,Pigeon Lake Provincial Park,9180123.0,53.026787,-114.126792,2016-08-16,09:30:00,0.1,51547.0,0.0,0.0,0.0,Composite,,Moderate,Green,21.0,S,False,0,Scums on surface,2016,8,16
M161351,Pigeon Lake,Pigeon Lake Provincial Park,9180123.0,53.026787,-114.126792,2016-08-30,09:15:00,0.14,127150.0,755.0,0.0,0.0,Composite,,Moderate,Green,14.0,SE,False,0,No evidence,2016,8,30
M161333,Pigeon Lake,Silver Beach,9621609.0,53.043709,-113.993969,2016-05-24,09:55:00,0.17,51.0,0.0,0.0,0.0,Composite,,,Green,4.0,SW,True,50,Particles in water,2016,5,24
M161382,Pigeon Lake,Silver Beach,9621609.0,53.043709,-113.993969,2016-05-31,10:20:00,<0.10,0.0,0.0,0.0,0.0,Composite,,Slight,Green,3.0,NW,True,1 to 2,Particles in water,2016,5,31
M161384,Pigeon Lake,Silver Beach,9621609.0,53.043709,-113.993969,2016-06-07,10:10:00,<0.10,0.0,0.0,0.0,0.0,Composite,Air temperature 22 °C,Slight,Green,14.0,,True,1,Particles in water,2016,6,7
M161387,Pigeon Lake,Silver Beach,9621609.0,53.043709,-113.993969,2016-06-14,10:10:00,<0.10,172472.0,0.0,0.0,0.0,Composite,Air temperature 13 °C,Slight,Green,5.0,No wind,False,0,Particles in water,2016,6,14
M161390,Pigeon Lake,Silver Beach,9621609.0,53.043709,-113.993969,2016-06-21,09:30:00,0.1,90856.0,657.5,0.0,0.0,Composite,Air temperature 17 °C,Slight,Green,12.0,NW,False,0,Particles in water,2016,6,21
M161361,Pigeon Lake,Silver Beach,9621609.0,53.043709,-113.993969,2016-06-28,09:30:00,0.1,6838.0,0.0,0.0,0.0,Composite,Very mild wind; air temperature 23 °C,Slight,Green,15.0,NW,False,0,Particles in water,2016,6,28
M161393,Pigeon Lake,Silver Beach,9621609.0,53.043709,-113.993969,2016-07-05,09:40:00,<0.10,16492.0,0.0,0.0,0.0,Composite,Nearly total turbidity at beach shore due to wave action against the shore sand; air temperature of 14 °C,Slight,Green,5.0,NW,False,0,Particles in water,2016,7,5
M161396,Pigeon Lake,Silver Beach,9621609.0,53.043709,-113.993969,2016-07-12,09:35:00,<0.10,801.0,0.0,0.0,0.0,Composite,Good amount of wave action creating almost total turbidity only at the shoreline of the beach; air temperature 16 °C,Slight,Green,13.0,NW,False,0,Particles in water,2016,7,12
M161362,Pigeon Lake,Silver Beach,9621609.0,53.043709,-113.993969,2016-07-19,09:45:00,<0.10,80754.0,86.25,0.0,0.0,Composite,Active wave action against beach shore creating total turbidity along shoreline; air temperature 19 °C,Slight,Green,12.0,NW,False,0,Particles in water,2016,7,19
M161399,Pigeon Lake,Silver Beach,9621609.0,53.043709,-113.993969,2016-07-26,10:45:00,<0.10,15356.0,111.5,0.0,0.0,Composite,Very little wind; air temperature 20 °C,Slight,Green,13.0,NW,True,0.1,Particles in water,2016,7,26
M161338,Pigeon Lake,Silver Beach,9621609.0,53.043709,-113.993969,2016-08-02,10:25:00,0.15,52115.0,0.0,0.0,0.0,Composite,Air temperature 18 °C,Slight,Green,10.0,NW,False,0,Particles in water,2016,8,2
M161341,Pigeon Lake,Silver Beach,9621609.0,53.043709,-113.993969,2016-08-16,10:10:00,0.11,80832.0,147.0,0.0,0.0,Composite,Moderate turbidity along shorelines; air temperature 21 °C,Slight,Green,18.0,SW,,,Streaks on surface,2016,8,16
M161348,Pigeon Lake,Silver Beach,9621609.0,53.043709,-113.993969,2016-08-30,12:30:00,0.12,611358.0,1452.5,0.0,0.0,Composite,Very clear water observed out on the beach; air temperature 20 °C,Clear,Green,14.0,SE,False,0,Particles in water,2016,8,30
M161346,Pigeon Lake,Silver Beach,9621609.0,53.043709,-113.993969,2016-09-20,,,20943.0,1132.5,0.0,0.0,,,,,,,,,,2016,9,20
M161295,Pigeon Lake,Zeiner Park,9180135.0,53.062174,-114.165139,2016-06-15,12:02:00,0.11,0.0,0.0,0.0,0.0,Composite,,Clear,Colourless,16.0,NE,False,0,No evidence,2016,6,15
M161264,Pigeon Lake,Zeiner Park,9180135.0,53.062174,-114.165139,2016-06-20,12:40:00,0.12,113339.0,56.49999999999999,0.0,0.0,Composite,,Clear,Colourless,16.0,No wind,False,0,No evidence,2016,6,20
M161269,Pigeon Lake,Zeiner Park,9180135.0,53.062174,-114.165139,2016-06-27,16:18:00,0.21,483969.0,0.0,0.0,0.0,Composite,,Slight,Brown,16.0,No wind,,,Particles in water,2016,6,27
M161275,Pigeon Lake,Zeiner Park,9180135.0,53.062174,-114.165139,2016-07-04,14:45:00,0.1,226856.0,0.0,0.0,0.0,Composite,,Moderate,Brown,16.0,No wind,,,Particles in water,2016,7,4
M161277,Pigeon Lake,Zeiner Park,9180135.0,53.062174,-114.165139,2016-07-11,19:50:00,<0.10,52850.0,0.0,0.0,0.0,Composite,,Slight,Brown,16.0,No wind,False,0,Particles in water,2016,7,11
M161276,Pigeon Lake,Zeiner Park,9180135.0,53.062174,-114.165139,2016-07-18,17:16:00,0.12,1049864.0,98.75,0.0,0.0,Composite,,Slight,Brown,16.0,No wind,False,0,Particles in water,2016,7,18
M161279,Pigeon Lake,Zeiner Park,9180135.0,53.062174,-114.165139,2016-07-25,09:59:00,0.14,720083.0,745.0,0.0,0.0,Composite,,Slight,Brown,20.0,SE,True,0.2,Particles in water,2016,7,25
M161306,Pigeon Lake,Zeiner Park,9180135.0,53.062174,-114.165139,2016-08-02,13:05:00,0.12,127836.0,892.5000000000001,0.0,0.0,Composite,,Moderate,Brown,21.0,S,False,0,Particles in water,2016,8,2
M161280,Pigeon Lake,Zeiner Park,9180135.0,53.062174,-114.165139,2016-08-08,14:05:00,0.77,3215490.0,0.0,0.0,0.0,Composite,,Moderate,Brown,26.0,SE,True,1,Scums on surface,2016,8,8
M161328,Pigeon Lake,Zeiner Park,9180135.0,53.062174,-114.165139,2016-08-15,16:01:00,0.11,194975.0,197.75,0.0,0.0,Composite,,Slight,Brown,18.4,SE,True,1,Particles in water,2016,8,15
M161311,Pigeon Lake,Zeiner Park,9180135.0,53.062174,-114.165139,2016-08-22,16:30:00,0.15,102252.0,977.5,0.0,0.0,Composite,,Slight,Colourless,15.9,NE,True,1,Particles in water,2016,8,22
M161316,Pigeon Lake,Zeiner Park,9180135.0,53.062174,-114.165139,2016-08-29,15:25:00,0.23,164280.0,720.0,0.0,0.0,Composite,,Slight,Brown,17.6,SW,True,1,Particles in water,2016,8,29
M161594,Pine Coulee Reservoir,Pine Coulee SE Beach,8823573.0,50.121816,-113.747921,2016-06-06,12:00:00,0.2,64677.0,0.0,0.0,0.0,Composite,,Slight,Colourless,18.0,S,False,0,No evidence,2016,6,6
M161597,Pine Coulee Reservoir,Pine Coulee SE Beach,8823573.0,50.121816,-113.747921,2016-06-13,10:13:00,0.12,58517.0,0.0,0.0,0.0,Composite,,Clear,Colourless,16.3,S,False,0,No evidence,2016,6,13
M161602,Pine Coulee Reservoir,Pine Coulee SE Beach,8823573.0,50.121816,-113.747921,2016-06-20,09:00:00,0.11,0.0,0.0,0.0,0.0,Composite,,Clear,Colourless,14.8,No wind,True,~1,No evidence,2016,6,20
M161605,Pine Coulee Reservoir,Pine Coulee SE Beach,8823573.0,50.121816,-113.747921,2016-06-27,08:15:00,0.13,43118.0,169.0,0.0,0.0,Composite,,Clear,Colourless,16.1,S,True,~1,No evidence,2016,6,27
M161610,Pine Coulee Reservoir,Pine Coulee SE Beach,8823573.0,50.121816,-113.747921,2016-07-04,08:50:00,0.12,138594.0,186.25,0.0,0.0,Composite,,Slight,Colourless,18.2,S,True,1,No evidence,2016,7,4
M161557,Pine Coulee Reservoir,Pine Coulee SE Beach,8823573.0,50.121816,-113.747921,2016-07-11,08:33:00,0.12,347286.0,0.0,0.0,0.0,Composite,,Slight,Colourless,16.8,NW,True,<3,No evidence,2016,7,11
M161562,Pine Coulee Reservoir,Pine Coulee SE Beach,8823573.0,50.121816,-113.747921,2016-07-18,08:50:00,0.19,0.0,1437.5,0.0,0.0,Composite,,Clear,Colourless,17.2,No wind,True,<1,Particles in water,2016,7,18
M161565,Pine Coulee Reservoir,Pine Coulee SE Beach,8823573.0,50.121816,-113.747921,2016-07-25,08:40:00,0.23,17802.0,835.0,0.0,0.0,Composite,,Moderate,Brown,18.9,E,False,0,No evidence,2016,7,25
M161583,Pine Coulee Reservoir,Pine Coulee SE Beach,8823573.0,50.121816,-113.747921,2016-08-29,08:25:00,1.51,8624.0,35750.0,0.0,0.0,Composite,,Slight,Green,16.7,No wind,False,0,Streaks on surface,2016,8,29
M161370,Pine Lake,Pine Lake Day Use,9720021.0,52.113595,-113.470187,2016-05-31,09:10:00,0.12,1540.0,0.0,0.0,0.0,Composite,Air temperature 10.5 °C,Clear,Green,6.5,SW,False,0,No evidence,2016,5,31
M161374,Pine Lake,Pine Lake Day Use,9720021.0,52.113595,-113.470187,2016-06-07,,,3511.0,0.0,0.0,0.0,,,,,,,,,,2016,6,7
M161633,Pine Lake,Pine Lake Day Use,9720021.0,52.113595,-113.470187,2016-06-14,12:30:00,0.24,108719.0,0.0,0.0,0.0,Composite,Air temperature 18.5 °C,Moderate,Green,13.0,NE,False,0,Particles in water,2016,6,14
M161337,Pine Lake,Pine Lake Day Use,9720021.0,52.113595,-113.470187,2016-06-21,09:05:00,0.1,164403.0,0.0,0.0,0.0,Composite,Air temperature 18.5 °C,Slight,Green,12.0,W,False,0,Particles in water,2016,6,21
M161621,Pine Lake,Pine Lake Day Use,9720021.0,52.113595,-113.470187,2016-06-29,08:55:00,0.33,6492.0,2037.5,0.0,0.0,Composite,Air temperature 19.5 °C,Slight,Green,18.5,No wind,False,0,Particles in water,2016,6,29
M161617,Pine Lake,Pine Lake Day Use,9720021.0,52.113595,-113.470187,2016-07-05,09:35:00,0.39,11254.0,392.5,0.0,0.0,Composite,Air temperature 14 °C,Slight,Green,14.0,No wind,False,0,Particles in water,2016,7,5
M161615,Pine Lake,Pine Lake Day Use,9720021.0,52.113595,-113.470187,2016-07-12,13:30:00,0.29,55868.0,732.5,0.0,0.0,Composite,Air temperature 19.5 °C,Slight,Green,15.5,E,True,24.1,Particles in water,2016,7,12
M161631,Pine Lake,Pine Lake Day Use,9720021.0,52.113595,-113.470187,2016-07-19,13:35:00,1.67,108099.0,12875.0,0.0,0.0,Composite,Air temperature 22.5 °C,Slight,Brown,19.5,No wind,False,0,Particles in water,2016,7,19
M161629,Pine Lake,Pine Lake Day Use,9720021.0,52.113595,-113.470187,2016-07-26,12:55:00,0.93,66895.0,14650.0,0.0,0.0,Composite,Air temperature 21.0 °C,Moderate,Green,19.0,SE,False,0,Particles in water,2016,7,26
M161622,Pine Lake,Pine Lake Day Use,9720021.0,52.113595,-113.470187,2016-08-02,09:15:00,5.13,632356.0,19600.0,0.0,0.0,Composite,Air temperature 15.0 °C,Moderate,Green,15.0,No wind,True,4.2,Streaks on surface,2016,8,2
M161667,Pine Lake,Pine Lake Day Use,9720021.0,52.113595,-113.470187,2016-08-09,13:45:00,2.5,336683.0,24650.0,0.0,0.0,Composite,Air temperature 22.0 °C,Moderate,Green,19.5,SW,True,8.2,Particles in water,2016,8,9
M161660,Pine Lake,Pine Lake Day Use,9720021.0,52.113595,-113.470187,2016-08-16,13:55:00,3.89,422469.0,24950.0,0.0,0.0,Composite,Air temperature 26 °C,Moderate,Green,21.5,SW,False,0,Particles in water,2016,8,16
M161651,Pine Lake,Pine Lake Day Use,9720021.0,52.113595,-113.470187,2016-08-23,13:25:00,2.34,59811.0,29250.0,0.0,0.0,Composite,Air temperature 12.0 °C,Moderate,Brown,14.5,NW,True,7.6,Particles in water,2016,8,23
M161642,Pine Lake,Pine Lake Day Use,9720021.0,52.113595,-113.470187,2016-08-30,,,870532.0,36500.0,0.0,0.0,,,,,,,,,,2016,8,30
M161379,Pine Lake,Scotty's Family Resort,9301207.0,52.079369,-113.446256,2016-05-31,10:05:00,0.11,28062.0,0.0,0.0,0.0,Composite,Air temperature 11.5 °C,Moderate,Green,8.0,SW,False,0,Particles in water,2016,5,31
M161616,Pine Lake,Scotty's Family Resort,9301207.0,52.079369,-113.446256,2016-06-07,,,373587.0,0.0,0.0,0.0,,,,,,,,,,2016,6,7
M161648,Pine Lake,Scotty's Family Resort,9301207.0,52.079369,-113.446256,2016-06-14,12:05:00,0.14,312606.0,0.0,0.0,0.0,Composite,Air temperature 18.0 °C,Moderate,Green,14.5,NE,False,0,Particles in water,2016,6,14
M161626,Pine Lake,Scotty's Family Resort,9301207.0,52.079369,-113.446256,2016-06-21,09:40:00,0.17,1604977.0,322.5,0.0,0.0,Composite,Air temperature 19.5 °C,Moderate,Green,12.5,W,False,0,Particles in water,2016,6,21
M161634,Pine Lake,Scotty's Family Resort,9301207.0,52.079369,-113.446256,2016-06-29,09:45:00,0.22,936894.0,3200.0,0.0,0.0,Composite,Air temperature 19.5 °C,Moderate,Green,18.5,No wind,False,0,Streaks on surface,2016,6,29
M161375,Pine Lake,Scotty's Family Resort,9301207.0,52.079369,-113.446256,2016-07-05,10:20:00,0.23,53700.0,295.0,0.0,0.0,Composite,Air temperature 15.5 °C,Moderate,Green,10.0,No wind,False,0,Streaks on surface,2016,7,5
M161658,Pine Lake,Scotty's Family Resort,9301207.0,52.079369,-113.446256,2016-07-12,12:55:00,0.45,16385.0,4925.0,0.0,0.0,Composite,Air temperature 19.5 °C,Moderate,Green,17.5,E,True,24.1,Particles in water,2016,7,12
M161662,Pine Lake,Scotty's Family Resort,9301207.0,52.079369,-113.446256,2016-07-19,12:35:00,3.99,787702.0,26250.0,0.0,0.0,Composite,Air temperature 22.0 °C,Slight,Brown,20.5,No wind,False,0,Particles in water,2016,7,19
M161630,Pine Lake,Scotty's Family Resort,9301207.0,52.079369,-113.446256,2016-07-26,13:30:00,2.47,422309.0,8775.0,0.0,0.0,Composite,Air temperature 21.5 °C,Moderate,Brown,19.5,SE,False,0,Particles in water,2016,7,26
M161624,Pine Lake,Scotty's Family Resort,9301207.0,52.079369,-113.446256,2016-08-02,10:10:00,6.26,349918.0,37250.0,0.0,0.0,Composite,Air temperature 19.0 °C,Moderate,Green,18.5,No wind,True,4.2,Streaks on surface,2016,8,2
M161649,Pine Lake,Scotty's Family Resort,9301207.0,52.079369,-113.446256,2016-08-09,12:40:00,6.58,1873636.0,22275.0,0.0,0.0,Composite,Air temperature 21.0 °C,Moderate,Green,19.0,SW,True,8.2,Particles in water,2016,8,9
M161641,Pine Lake,Scotty's Family Resort,9301207.0,52.079369,-113.446256,2016-08-16,12:45:00,3.18,84194.0,49750.0,0.0,0.0,Composite,Air temperature 24.5 °C,Total,Green,25.5,SW,False,0,Particles in water,2016,8,16
