Sample_number,Waterbody_name,Beach_name,Beach_access_num,Latitude,Longitude,Collection_date,Collection_time,MC-LR_conc,Total_cyano_cell_count,Microcystis_mcyE,Anabaena_mcyE,Planktothrix_mcyE,Sample_type,Water_description_additional,Turbidity,Color,Water_temp,Wind_direction,Rainfall_24h_bool,Rainfall_24h_mm,EOB,Year,Month,Day
M181317,Baptiste Lake,Baptiste Lake South,9410415.0,54.724234,-113.552238,2018-06-27,15:15:00,<0.10,3291.0,,,,Composite,,Moderate,Brown,20.0,W,True,5.4,Particles in water,2018,6,27
M181267,Baptiste Lake,Baptiste Lake South,9410415.0,54.724234,-113.552238,2018-07-31,15:10:00,<0.10,5043.0,,,,Composite,,Slight,Brown,26.0,No wind,False,0,Particles in water,2018,7,31
M181433,Berry Creek Reservoir,Carolside Campground Beach,,51.258069,-111.635259,2018-08-22,11:45:00,35.59,1215906.0,,,,Composite,Noticeably large green blooms located on the east side of the reservoir and east side of the boat launch,Slight,Green,,S,False,0,Scums on surface,2018,8,22
M181436,Berry Creek Reservoir,Carolside Campground Beach,,51.258069,-111.635259,2018-08-22,11:57:00,44805,1000000.0,,,,Grab,Noticeably large green blooms located on the east side of the reservoir and east side of the boat launch,Slight,Green,,S,False,0,Scums on surface,2018,8,22
M181284,Bonnie Lake,Bonnie Lake Campground Beach,9013424.0,54.146363,-111.881312,2018-07-30,10:45:00,8.33,4620.0,,,,Composite,Horrible smell from lake,Total,Green,16.0,NE,False,0,Scums on surface,2018,7,30
M181171,Borden Park Natural Swimming Experience,Borden Park Natural Swimming Experience - Main Basin Beach,9013475.0,53.563302,-113.454804,2018-07-06,14:00:00,<0.10,0.0,,,,Composite,,Clear,Colourless,21.0,No wind,False,0,No evidence,2018,7,6
M181173,Borden Park Natural Swimming Experience,Borden Park Natural Swimming Experience - Main Basin Beach,9013475.0,53.563302,-113.454804,2018-07-17,11:30:00,<0.10,0.0,,,,Composite,,Clear,Green,23.0,SW,False,0,No evidence,2018,7,17
M181172,Borden Park Natural Swimming Experience,Borden Park Natural Swimming Experience - Main Basin Beach,9013475.0,53.563302,-113.454804,2018-07-24,14:15:00,<0.10,4065.0,,,,Composite,,Clear,Green,23.0,SW,False,0,No evidence,2018,7,24
M181174,Borden Park Natural Swimming Experience,Borden Park Natural Swimming Experience - Main Basin Beach,9013475.0,53.563302,-113.454804,2018-07-31,08:30:00,<0.10,717.0,,,,Composite,,Clear,Green,24.0,SW,False,0,No evidence,2018,7,31
M181175,Borden Park Natural Swimming Experience,Borden Park Natural Swimming Experience - Main Basin Beach,9013475.0,53.563302,-113.454804,2018-08-07,11:25:00,<0.10,0.0,,,,Composite,,Clear,Green,23.0,SW,False,0,No evidence,2018,8,7
M181423,Borden Park Natural Swimming Experience,Borden Park Natural Swimming Experience - Main Basin Beach,9013475.0,53.563302,-113.454804,2018-08-15,09:00:00,<0.10,19489.0,,,,Composite,,Clear,Green,22.8,NW,False,0,No evidence,2018,8,15
M181427,Borden Park Natural Swimming Experience,Borden Park Natural Swimming Experience - Main Basin Beach,9013475.0,53.563302,-113.454804,2018-08-21,10:20:00,<0.10,0.0,,,,Composite,,Clear,Green,21.0,No wind,False,0,No evidence,2018,8,21
M181428,Borden Park Natural Swimming Experience,Borden Park Natural Swimming Experience - Main Basin Beach,9013475.0,53.563302,-113.454804,2018-08-28,11:15:00,<0.10,0.0,,,,Composite,,Clear,Green,18.0,W,True,1,No evidence,2018,8,28
M181026,Bullshead Reservoir,Bullshead Reservoir Provincial Recreation Area,8825087.0,49.6778870436,-110.516857259,2018-07-31,14:42:00,27.73,6760544.0,,,,Grab,,Slight,Green,19.0,SE,False,0,Scums on surface,2018,7,31
M181210,Calling Lake,McFarlane Beach,9010225.0,55.18269,-113.22488,2018-06-05,09:00:00,<0.10,0.0,,,,Composite,,Slight,Colourless,11.0,SW,True,8,No evidence,2018,6,5
M181211,Calling Lake,McFarlane Beach,9010225.0,55.18269,-113.22488,2018-06-12,09:10:00,<0.10,0.0,,,,Composite,,Slight,Colourless,9.0,W,True,20,No evidence,2018,6,12
M181212,Calling Lake,McFarlane Beach,9010225.0,55.18269,-113.22488,2018-06-19,08:05:00,<0.10,0.0,,,,Composite,,Clear,Colourless,17.1,No wind,False,0,No evidence,2018,6,19
M181213,Calling Lake,McFarlane Beach,9010225.0,55.18269,-113.22488,2018-06-26,08:05:00,<0.10,37975.0,,,,Composite,,Clear,Colourless,15.8,E,True,6,No evidence,2018,6,26
M181214,Calling Lake,McFarlane Beach,9010225.0,55.18269,-113.22488,2018-07-03,07:45:00,<0.10,665.0,,,,Composite,,Slight,Colourless,15.9,N,True,6,Particles in water,2018,7,3
M181215,Calling Lake,McFarlane Beach,9010225.0,55.18269,-113.22488,2018-07-10,07:30:00,<0.10,907.0,,,,Composite,,Slight,Colourless,18.1,E,True,1,No evidence,2018,7,10
M181216,Calling Lake,McFarlane Beach,9010225.0,55.18269,-113.22488,2018-07-19,07:45:00,0.2,3144.0,,,,Composite,,Slight,Green,18.6,W,False,0,Particles in water,2018,7,19
M181217,Calling Lake,McFarlane Beach,9010225.0,55.18269,-113.22488,2018-07-24,07:35:00,0.38,633.0,,,,Composite,,Slight,Green,16.3,No wind,False,0,Particles in water,2018,7,24
M181218,Calling Lake,McFarlane Beach,9010225.0,55.18269,-113.22488,2018-07-31,07:45:00,<0.10,41118.0,,,,Composite,,Moderate,Green,19.5,E,True,6,Particles in water,2018,7,31
M181219,Calling Lake,McFarlane Beach,9010225.0,55.18269,-113.22488,2018-08-07,07:30:00,0.39,96315.0,,,,Composite,,Moderate,Green,19.1,NW,False,0,Particles in water,2018,8,7
M181220,Calling Lake,McFarlane Beach,9010225.0,55.18269,-113.22488,2018-08-14,07:45:00,<0.10,10851.0,,,,Composite,,Moderate,Green,18.1,E,False,0,Particles in water,2018,8,14
M181221,Calling Lake,McFarlane Beach,9010225.0,55.18269,-113.22488,2018-08-20,07:35:00,0.15,9683.0,,,,Composite,,Moderate,Green,15.8,E,False,0,Particles in water,2018,8,20
M181222,Calling Lake,McFarlane Beach,9010225.0,55.18269,-113.22488,2018-08-28,,,72612.0,,,,,,,,,,,,,2018,8,28
M181432,Chickakoo Lake,Chickakoo Lake - Beach,8825316.0,53.615789,-114.071815,2018-08-16,15:00:00,,413978.0,,,,Composite,Heavy growth of duck weed on surface,Clear,Brown,18.0,No wind,False,0,Particles in water,2018,8,16
M181437,Chin Reservoir,Chin Reservoir - Beach,8825317.0,49.657559,-112.265805,2018-10-15,15:00:00,0.11,14464.0,,,,Grab,,Slight,Green,7.0,NE,False,0,Particles in water,2018,10,15
M181438,Chin Reservoir,Chin Reservoir Near Stafford Reservoir - Beach,8825318.0,49.68316,-112.350437,2018-10-15,15:00:00,<0.10,113266.0,,,,Grab,,Slight,Green,7.0,NE,False,0,Particles in water,2018,10,15
M181059,Clear Lake,Clear Lake Park Beach,8823650.0,50.137976,-113.413852,2018-08-27,10:30:00,4.3,1730.0,,,,Composite,,Moderate,Green,15.0,N,True,0.6,Scums on surface,2018,8,27
M181419,Cold Lake,Cold Lake Provincial Park Beach,9601862.0,54.461779,-110.138833,2018-07-30,11:00:00,<0.10,47315.0,,,,Grab,,Clear,Colourless,20.0,W,False,0,No evidence,2018,7,30
M181391,Cold Lake,Cold Lake Provincial Park Beach,9601862.0,54.461779,-110.138833,2018-08-09,11:00:00,,169.0,,,,Composite,,Clear,Colourless,20.5,No wind,False,0,No evidence,2018,8,9
M181390,Cold Lake,English Bay Provincial Recreation Area - Beach,9250035.0,54.575739,-110.217286,2018-08-09,11:45:00,,2279.0,,,,Composite,,Clear,Colourless,20.0,No wind,False,0,No evidence,2018,8,9
M181420,Cold Lake,Kinosoo Beach,9622300.0,54.473028,-110.189271,2018-07-30,10:45:00,<0.10,174669.0,,,,Grab,,Clear,Colourless,19.0,W,False,0,No evidence,2018,7,30
M181389,Cold Lake,Kinosoo Beach,9622300.0,54.473028,-110.189271,2018-08-09,10:00:00,,1350.0,,,,Composite,,Clear,Colourless,20.0,No wind,False,0,No evidence,2018,8,9
M181421,Cold Lake,Marina,,54.465346,-110.170802,2018-07-30,10:00:00,<0.10,9325.0,,,,Grab,Water was clear on day of collection with floating algae. Reason for sampling is due to visible algae bloom noticed on Friday and throughout the weekend. Trace amounts of rain in the area. ,Moderate,Other,18.4,N,False,0,Particles in water,2018,7,30
M181269,Fawcett Lake,GPS for centre of lake provided,,55.300007,-113.950016,2018-08-13,10:30:00,0.35,58139.0,,,,Composite,,Slight,Brown,12.5,NE,True,2,Particles in water,2018,8,13
M181380,Floatingstone Lake,Floatingstone Lake Recreation Area,9601752.0,54.213171,-111.626071,2018-07-27,15:47:00,2.72,2953.0,,,,Grab,,Slight,Green,24.0,No wind,False,0,Scums on surface,2018,7,27
M181259,Fork Lake,Fork Lake Campground,9621100.0,54.455984,-111.544427,2018-07-30,14:45:00,0.73,553222.0,,,,Composite,Smell of Blue Green Algae,Moderate,Green,22.7,NE,False,0,Streaks on surface,2018,7,30
M181202,Freeman Lake,Freeman Lake Campground - Beach,8825320.0,54.688229,-115.537538,2018-08-21,14:00:00,0.11,26995.0,,,,Grab,,Slight,Brown,19.0,E,False,0,Particles in water,2018,8,21
M181285,Garner Lake,Garner Lake Provincial Park,9601699.0,54.181109,-111.73274,2018-08-09,10:30:00,2.33,1435.0,,,,Composite,,Clear,Colourless,16.0,NE,False,0,Particles in water,2018,8,9
M181198,Goose Lake,Goose Lake Recreation Area,9010036.0,54.314279,-115.138469,2018-07-30,12:30:00,1.89,0.0,,,,Grab,,Slight,Green,21.0,No wind,False,0,Particles in water,2018,7,30
M181197,Goose Lake,Goose Lake Municipal Day Use,,54.307997,-115.112167,2018-07-30,13:30:00,4.99,39230.0,,,,Grab,,Slight,Green,21.0,No wind,False,0,Scums on surface,2018,7,30
M181139,Gull Lake,Aspen Beach Provincial Park Beach,,52.466119,-113.978361,2018-06-05,09:35:00,0.2,0.0,,,,Composite,,Clear,Colourless,7.0,NW,False,0,No evidence,2018,6,5
M181140,Gull Lake,Aspen Beach Provincial Park Beach,,52.466119,-113.978361,2018-06-12,09:30:00,0.21,9438.0,,,,Composite,Very windy,Slight,Colourless,11.0,SW,True,7.5,No evidence,2018,6,12
M181147,Gull Lake,Aspen Beach Provincial Park Beach,,52.466119,-113.978361,2018-06-19,09:45:00,0.21,759.0,,,,Composite,Lots of seagulls in water,Clear,Colourless,17.0,S,False,0,No evidence,2018,6,19
M181144,Gull Lake,Aspen Beach Provincial Park Beach,,52.466119,-113.978361,2018-06-26,11:20:00,0.24,185590.0,,,,Composite,,Slight,Brown,18.0,NW,False,0,No evidence,2018,6,26
M181142,Gull Lake,Aspen Beach Provincial Park Beach,,52.466119,-113.978361,2018-07-03,09:30:00,0.24,47795.0,,,,Composite,,Slight,Brown,14.0,NW,True,1,No evidence,2018,7,3
M181145,Gull Lake,Aspen Beach Provincial Park Beach,,52.466119,-113.978361,2018-07-10,09:20:00,0.18,1160.0,,,,Composite,,Moderate,Brown,18.0,SW,False,0,No evidence,2018,7,10
M181146,Gull Lake,Aspen Beach Provincial Park Beach,,52.466119,-113.978361,2018-07-17,09:20:00,0.19,22152.0,,,,Composite,,Slight,Green,24.0,NW,False,0,No evidence,2018,7,17
M181396,Gull Lake,Aspen Beach Provincial Park Beach,,52.466119,-113.978361,2018-07-24,10:00:00,0.16,11603.0,,,,Composite,,Slight,Brown,13.0,S,True,1,No evidence,2018,7,24
M181394,Gull Lake,Aspen Beach Provincial Park Beach,,52.466119,-113.978361,2018-07-31,09:40:00,0.17,27977.0,,,,Composite,Lots of seagulls,Slight,Green,18.0,S,True,<1,No evidence,2018,7,31
M181405,Gull Lake,Aspen Beach Provincial Park Beach,,52.466119,-113.978361,2018-08-14,10:00:00,0.18,40458.0,,,,Composite,Lots of seagulls in/by the water,Slight,Green,25.0,NW,False,0,No evidence,2018,8,14
M181400,Gull Lake,Aspen Beach Provincial Park Beach,,52.466119,-113.978361,2018-08-21,10:00:00,0.19,139789.0,,,,Composite,Lots of seagulls and their feces in water,Slight,Green,19.0,NW,False,0,No evidence,2018,8,21
M181398,Gull Lake,Aspen Beach Provincial Park Beach,,52.466119,-113.978361,2018-08-28,10:20:00,0.26,147009.0,,,,Composite,,Slight,Colourless,18.0,SE,True,2,No evidence,2018,8,28
M181167,Hasse Lake,Hasse Lake Day Use Area,9601224.0,53.49002,-114.177402,2018-06-25,09:50:00,0.11,0.0,,,,Composite,,Slight,Brown,23.0,NW,False,0,No evidence,2018,6,25
M181169,Hasse Lake,Hasse Lake Day Use Area,9601224.0,53.49002,-114.177402,2018-07-23,10:15:00,0.42,0.0,,,,Composite,,Moderate,Brown,18.6,No wind,True,0.5,No evidence,2018,7,23
M181426,Hasse Lake,Hasse Lake Day Use Area,9601224.0,53.49002,-114.177402,2018-08-20,10:10:00,1.54,0.0,,,,Composite,,Clear,Brown,17.0,No wind,False,0,No evidence,2018,8,20
M181177,Heritage Lake,Heritage Lake,9011520.0,53.79787,-113.664297,2018-06-13,09:40:00,0.25,2806.0,,,,Composite,,Slight,Colourless,15.0,SE,False,0,No evidence,2018,6,13
M181178,Heritage Lake,Heritage Lake,9011520.0,53.79787,-113.664297,2018-06-20,09:20:00,0.4,888987.0,,,,Composite,,Slight,Green,16.0,S,False,0,No evidence,2018,6,20
M181179,Heritage Lake,Heritage Lake,9011520.0,53.79787,-113.664297,2018-06-27,09:22:00,1.74,7595.0,,,,Composite,,Slight,Green,16.0,NW,False,0,No evidence,2018,6,27
M181180,Heritage Lake,Heritage Lake,9011520.0,53.79787,-113.664297,2018-07-04,09:15:00,2.21,20696.0,,,,Composite,,Moderate,Green,15.0,NW,True,3,No evidence,2018,7,4
M181181,Heritage Lake,Heritage Lake,9011520.0,53.79787,-113.664297,2018-07-11,09:40:00,0.51,28123.0,,,,Composite,,Slight,Green,15.0,NW,True,3,No evidence,2018,7,11
M181182,Heritage Lake,Heritage Lake,9011520.0,53.79787,-113.664297,2018-07-18,,,18987.0,,,,,,,,,,,,,2018,7,18
M181183,Heritage Lake,Heritage Lake,9011520.0,53.79787,-113.664297,2018-07-25,09:42:00,6.87,32553.0,,,,Composite,,Slight,Green,15.0,No wind,False,0,No evidence,2018,7,25
M181164,Isle Lake,Gainford Beach,9602751.0,53.590493,-114.790092,2018-06-18,10:45:00,0.77,786983.0,,,,Composite,,Total,Green,18.5,No wind,False,0,Particles in water,2018,6,18
M181440,Jackfish Lake (Parkland County),Public Beach Area,9610366.0,53.484905,-114.229306,2018-08-09,,,131113.0,,,,,,,,,No wind,False,0,,2018,8,9
M181293,Kehiwin Lake,Kehiwin Provincial Recreation Area,9622402.0,54.037753,-110.904915,2018-08-02,11:24:00,27.29,103525.0,,,,Grab,,Moderate,Green,23.0,No wind,True,<2,Scums on surface,2018,8,2
M181260,Lac La Biche,Sir Winston Churchill Provincial Park - Day Use Beach,9621462.0,54.839382,-111.965676,2018-07-31,13:45:00,1.42,37679.0,,,,Grab,Smell of Blue Green Algae,Slight,Green,22.9,NE,False,0,Particles in water,2018,7,31
M181201,Lac La Nonne,Camp Encounter,9380005.0,53.921145,-114.281768,2018-07-16,12:30:00,38.52,317256.0,,,,Grab,"Organic, decomposing odour; outdoor temp 25 °C",Moderate,Brown,23.0,W,True,~5,Scums on surface,2018,7,16
M181382,Lac Sante,Pelican Bay,9412002.0,53.828812,-111.571016,2018-07-31,12:35:00,2.06,173945.0,,,,Grab,Lake is between North Zone & Central Zone; sample is from Central Zone side,Moderate,Green,23.5,W,,,Streaks on surface,2018,7,31
M181200,Lac Ste. Anne,Lac Ste. Anne SV West Cove Boat Launch - Beach,8825312.0,53.702638,-114.493872,2018-07-05,11:50:00,0.62,116034.0,,,,Grab,"Organic odour noted, blue particles on shoreline; green specks noted in lake water",Slight,Green,20.0,SW,False,0,Particles in water,2018,7,5
M181203,Lac Ste. Anne,Sunset Point Pentecostal Camp,9602782.0,53.697557,-114.348769,2018-08-28,12:30:00,7.56,13517.0,,,,Grab,,Moderate,Green,14.0,NW,True,~1,Particles in water,2018,8,28
M181435,Lake Newell,Kinbrook Island Provincial Park ,8801220.0,50.454796,-111.911209,2018-08-22,14:14:00,0.19,28733.0,,,,Composite,Water was quite clear since there was a breeze coming from the south; earlier in the week there was green algae on the lake surface and some areas of green streaks,Clear,Green,,S,False,0,Particles in water,2018,8,22
M181434,Lake Newell,Kinbrook Island Provincial Park - Day Use (Central) Beach,8801221.0,50.451797,-111.912445,2018-08-22,14:00:00,0.29,21198.0,,,,Composite,Water was quite clear since there was a breeze coming from the south; earlier in the week there was green algae on the lake surface and some areas of green streaks,Clear,Green,,S,False,0,Particles in water,2018,8,22
M181381,Laurier Lake,Laurier Lake Boat Launch - Beach,8825311.0,53.853426,-110.523321,2018-07-27,15:30:00,21.82,289451.0,,,,Grab,,Total,Green,26.0,No wind,False,0,Scums on surface,2018,7,27
M181288,Long Lake,Long Lake Provincial Park Main Beach,9401013.0,54.436185,-112.762474,2018-07-30,14:30:00,1.85,36477.0,,,,Composite,,Slight,Colourless,16.0,No wind,False,0,Particles in water,2018,7,30
M181168,Mink Lake,Mink Lake Campground,9601225.0,53.51465,-114.225011,2018-07-23,09:20:00,<0.10,0.0,,,,Grab,,Slight,Colourless,19.7,No wind,True,0.5,No evidence,2018,7,23
M181170,Mink Lake,Mink Lake Campground,9601225.0,53.51465,-114.225011,2018-08-20,09:15:00,0.12,5678.0,,,,Composite,,Clear,Colourless,18.6,No wind,False,0,No evidence,2018,8,20
M181286,Mons Lake,Mons Lake,9601522.0,54.1843,-112.346481,2018-07-30,11:00:00,0.33,29004.0,,,,Composite,,Slight,Green,16.0,NE,False,0,Particles in water,2018,7,30
M181377,Moose Lake,Moose Lake East (Vezeau),9622236.0,54.257543,-110.82804,2018-07-20,11:58:00,1.89,250612.0,,,,Composite,,Moderate,Green,19.0,NW,True,<2,Scums on surface,2018,7,20
M181378,Moose Lake,Moose Lake East (Vezeau),9622236.0,54.257543,-110.82804,2018-07-20,11:58:00,1.55,224008.0,,,,Grab,,Moderate,Green,19.0,NW,True,<2,Scums on surface,2018,7,20
M181375,Moose Lake,Moose Lake Provincial Park Beach,9010258.0,54.268964,-110.917657,2018-07-20,11:13:00,2.22,41498.0,,,,Composite,,Moderate,Green,23.0,NW,True,<2,Scums on surface,2018,7,20
M181376,Moose Lake,Moose Lake Provincial Park Beach,9010258.0,54.268964,-110.917657,2018-07-20,11:00:00,2.36,100350.0,,,,Grab,,Total,Green,23.0,SW,True,<2,Particles in water,2018,7,20
M181373,Moose Lake,Pelican Point Campground,9622426.0,54.252535,-110.956415,2018-07-20,10:15:00,2.82,105865.0,,,,Composite,,Moderate,Green,23.0,NW,True,<2,Scums on surface,2018,7,20
M181374,Moose Lake,Pelican Point Campground,9622426.0,54.252535,-110.956415,2018-07-20,10:30:00,2.72,126751.0,,,,Grab,,Moderate,Green,23.0,SW,True,<2,Particles in water,2018,7,20
M181379,Moose Lake,Pelican Point Campground,9622426.0,54.252535,-110.956415,2018-07-20,10:30:00,0.88,11773.0,,,,Grab,,Moderate,Green,21.0,SW,True,<2,Particles in water,2018,7,20
M181030,Murray Lake,Murray Lake - Beach,8825307.0,49.825356,-110.936642,2018-06-13,15:16:00,<0.10,218451.0,,,,Grab,,Slight,Green,15.0,SW,False,0,Particles in water,2018,6,13
M181209,North Buck Lake,North Buck Lake - Day Use,9621641.0,54.660452,-112.51747,2018-05-29,09:20:00,<0.10,0.0,,,,Composite,,Clear,Colourless,19.5,E,,,No evidence,2018,5,29
M181264,North Buck Lake,North Buck Lake - Day Use,9621641.0,54.660452,-112.51747,2018-06-05,09:25:00,<0.10,0.0,,,,Composite,,Clear,Colourless,16.8,E,False,0,No evidence,2018,6,5
M181265,North Buck Lake,North Buck Lake - Day Use,9621641.0,54.660452,-112.51747,2018-06-12,09:50:00,<0.10,11603.0,,,,Composite,,Clear,Colourless,13.0,E,True,5.9,No evidence,2018,6,12
M181310,North Buck Lake,North Buck Lake - Day Use,9621641.0,54.660452,-112.51747,2018-06-18,09:25:00,<0.10,11814.0,,,,Composite,,Clear,Colourless,19.0,W,False,0,Particles in water,2018,6,18
M181266,North Buck Lake,North Buck Lake - Day Use,9621641.0,54.660452,-112.51747,2018-06-26,09:50:00,<0.10,179325.0,,,,Composite,,Clear,Colourless,,E,True,5.2,No evidence,2018,6,26
M181318,North Buck Lake,North Buck Lake - Day Use,9621641.0,54.660452,-112.51747,2018-07-03,09:40:00,0.16,45928.0,,,,Composite,,Clear,Colourless,20.3,W,True,16.4,No evidence,2018,7,3
M181319,North Buck Lake,North Buck Lake - Day Use,9621641.0,54.660452,-112.51747,2018-07-10,09:55:00,0.1,1425928.0,,,,Composite,,Clear,Colourless,20.2,SW,True,1.6,No evidence,2018,7,10
M181321,North Buck Lake,North Buck Lake - Day Use,9621641.0,54.660452,-112.51747,2018-07-17,09:50:00,0.11,181860.0,,,,Composite,,Clear,Colourless,21.6,E,True,13.5,No evidence,2018,7,17
M181322,North Buck Lake,North Buck Lake - Day Use,9621641.0,54.660452,-112.51747,2018-07-24,09:45:00,0.11,176835.0,,,,Composite,,Clear,Brown,19.9,E,True,0.1,No evidence,2018,7,24
M181323,North Buck Lake,North Buck Lake - Day Use,9621641.0,54.660452,-112.51747,2018-07-31,09:55:00,<0.10,95063.0,,,,Composite,,Slight,Brown,22.6,NW,True,0.2,No evidence,2018,7,31
M181268,North Buck Lake,North Buck Lake - Day Use,9621641.0,54.660452,-112.51747,2018-08-07,09:40:00,<0.10,0.0,,,,Composite,,Slight,Brown,21.8,N,False,0,Particles in water,2018,8,7
M181270,North Buck Lake,North Buck Lake - Day Use,9621641.0,54.660452,-112.51747,2018-08-14,09:55:00,0.1,62056.0,,,,Composite,,Slight,Brown,18.2,N,True,8.5,No evidence,2018,8,14
M181271,North Buck Lake,North Buck Lake - Day Use,9621641.0,54.660452,-112.51747,2018-08-21,09:35:00,0.1,164029.0,,,,Composite,,Slight,Brown,18.1,SW,False,0,No evidence,2018,8,21
M181272,North Buck Lake,North Buck Lake - Day Use,9621641.0,54.660452,-112.51747,2018-08-28,,,0.0,,,,,,,,,,,,,2018,8,28
M181199,Peanut Lake,Peanut Lake Boat Launch - Beach,8825313.0,54.019315,-114.351101,2018-07-18,09:30:00,6.5,137610.0,,,,Grab,,Clear,Colourless,20.0,E,True,8,Particles in water,2018,7,18
M181138,Pigeon Lake,Grandview Beach,9622296.0,52.99053,-114.056046,2018-05-29,14:15:00,0.12,0.0,,,,Composite,,Total,Brown,14.0,W,False,0,Particles in water,2018,5,29
M181162,Pigeon Lake,Grandview Beach,9622296.0,52.99053,-114.056046,2018-06-05,11:55:00,<0.10,0.0,,,,Composite,,Moderate,Brown,10.6,No wind,True,4,Particles in water,2018,6,5
M181163,Pigeon Lake,Grandview Beach,9622296.0,52.99053,-114.056046,2018-06-12,10:45:00,0.1,117722.0,,,,Composite,,Moderate,Brown,8.6,N,True,9,Particles in water,2018,6,12
M181159,Pigeon Lake,Grandview Beach,9622296.0,52.99053,-114.056046,2018-06-19,10:30:00,0.1,260966.0,,,,Composite,"Calm day, no gust of wind",Clear,Colourless,15.4,No wind,False,0,Particles in water,2018,6,19
M181149,Pigeon Lake,Grandview Beach,9622296.0,52.99053,-114.056046,2018-06-26,10:15:00,<0.10,64346.0,,,,Composite,Calm day,Clear,Colourless,14.1,N,False,0,Particles in water,2018,6,26
M181152,Pigeon Lake,Grandview Beach,9622296.0,52.99053,-114.056046,2018-07-03,10:15:00,0.1,504219.0,,,,Composite,,Moderate,Brown,13.8,N,True,2,Particles in water,2018,7,3
M181154,Pigeon Lake,Grandview Beach,9622296.0,52.99053,-114.056046,2018-07-10,10:15:00,0.1,17932.0,,,,Composite,,Slight,Colourless,19.8,N,False,0,Particles in water,2018,7,10
M181155,Pigeon Lake,Grandview Beach,9622296.0,52.99053,-114.056046,2018-07-17,11:46:00,0.11,55262.0,,,,Composite,Very few people using the beach,Moderate,Green,22.4,N,False,0,Particles in water,2018,7,17
M181157,Pigeon Lake,Grandview Beach,9622296.0,52.99053,-114.056046,2018-07-24,10:40:00,0.13,173956.0,,,,Composite,,Moderate,Brown,14.1,NW,False,0,Particles in water,2018,7,24
M181364,Pigeon Lake,Grandview Beach,9622296.0,52.99053,-114.056046,2018-07-31,14:30:00,0.24,30896.0,,,,Composite,,Moderate,Brown,20.8,NW,True,2,Particles in water,2018,7,31
M181340,Pigeon Lake,Grandview Beach,9622296.0,52.99053,-114.056046,2018-08-07,11:10:00,0.74,32773.0,,,,Composite,,Slight,Brown,19.7,No wind,False,0,Particles in water,2018,8,7
M181367,Pigeon Lake,Grandview Beach,9622296.0,52.99053,-114.056046,2018-08-14,10:15:00,0.28,19898.0,,,,Composite,,Moderate,Brown,14.3,No wind,False,0,Particles in water,2018,8,14
M181363,Pigeon Lake,Grandview Beach,9622296.0,52.99053,-114.056046,2018-08-21,12:05:00,0.87,60086.0,,,,Composite,,Moderate,Brown,18.1,No wind,False,0,Streaks on surface,2018,8,21
M181361,Pigeon Lake,Grandview Beach,9622296.0,52.99053,-114.056046,2018-08-28,,,112472.0,,,,,,,,,,,,,2018,8,28
M181136,Pigeon Lake,Ma-Me-O - 6th Street,9621608.0,52.974094,-113.964537,2018-05-29,11:45:00,<0.10,0.0,,,,Composite,Turbid due to wind & wave action,Moderate,Green,13.0,W,False,0,Particles in water,2018,5,29
M181161,Pigeon Lake,Ma-Me-O - 6th Street,9621608.0,52.974094,-113.964537,2018-06-05,10:30:00,<0.10,0.0,,,,Composite,Turbidity due to wind & wave action,Moderate,Brown,8.9,W,True,4,Particles in water,2018,6,5
M181160,Pigeon Lake,Ma-Me-O - 6th Street,9621608.0,52.974094,-113.964537,2018-06-12,09:55:00,0.1,2500.0,,,,Composite,Turbidity due to heavy winds,Slight,Colourless,3.6,W,True,9,Particles in water,2018,6,12
M181339,Pigeon Lake,Ma-Me-O - 6th Street,9621608.0,52.974094,-113.964537,2018-06-19,09:30:00,<0.10,355141.0,,,,Composite,"Calm day, no gust of wind",Clear,Colourless,15.9,No wind,False,0,No evidence,2018,6,19
M181150,Pigeon Lake,Ma-Me-O - 6th Street,9621608.0,52.974094,-113.964537,2018-06-26,09:30:00,<0.10,159283.0,,,,Composite,"Pretty calm day, minimal wind",Clear,Colourless,13.9,W,False,0,Particles in water,2018,6,26
M181151,Pigeon Lake,Ma-Me-O - 6th Street,9621608.0,52.974094,-113.964537,2018-07-03,09:30:00,<0.10,78059.0,,,,Composite,,Slight,Colourless,13.1,NW,True,2,Particles in water,2018,7,3
M181153,Pigeon Lake,Ma-Me-O - 6th Street,9621608.0,52.974094,-113.964537,2018-07-10,09:25:00,<0.10,5126.0,,,,Composite,Very calm,Clear,Colourless,17.5,No wind,False,0,No evidence,2018,7,10
M181156,Pigeon Lake,Ma-Me-O - 6th Street,9621608.0,52.974094,-113.964537,2018-07-17,10:46:00,<0.10,338259.0,,,,Composite,Calm but hot day; a lot of people using the beach today,Slight,Green,19.6,No wind,False,0,Particles in water,2018,7,17
M181158,Pigeon Lake,Ma-Me-O - 6th Street,9621608.0,52.974094,-113.964537,2018-07-24,10:00:00,0.11,166748.0,,,,Composite,,Moderate,Brown,13.8,N,False,0,Particles in water,2018,7,24
M181365,Pigeon Lake,Ma-Me-O - 6th Street,9621608.0,52.974094,-113.964537,2018-07-31,13:50:00,<0.10,69374.0,,,,Composite,Lots of people at the beach,Slight,Colourless,21.9,No wind,True,2,Particles in water,2018,7,31
M181341,Pigeon Lake,Ma-Me-O - 6th Street,9621608.0,52.974094,-113.964537,2018-08-07,10:30:00,0.72,16825.0,,,,Composite,,Slight,Colourless,16.8,NW,False,0,Particles in water,2018,8,7
