Sample number,Waterbody name,Beach name,Beach access number,Latitude,Longitude,Collection date,Collection time,Microcystin LR-equivalent concentration (µg/L),Total cyanobacterial cell count (cells/mL),Microcystis mcyE (copies/mL),Anabaena mcyE (copies/mL),Planktothrix mcyE (copies/mL),Sample Type,Description of water,Description of Water - Additional Notes,Turbidity,Colour,Evidence of bloom,Water temperature (°C),Wind direction,24 hr rainfall,24 hr rainfall amount (mm),
M141426,Hubbles Lake,Hubbles Lake Resort,9350169,53.564630,-114.093747,2-Jun-14,9:30 AM,0.06,0,<50,<50,<50,Composite,Bottom of lake is clearly visible at 30 cm depth,No data,No data,No data,No data,No data,No data,No data,No data,
M141515,Hubbles Lake,Hubbles Lake Resort,9350169,53.564630,-114.093747,7-Jul-14,8:50 AM,0.05,"6,213",<50,<50,<50,Composite,Bottom of lake is clearly visible at 30 cm depth,"Water calm, 2-4 ducks present",No data,No data,No data,No data,No data,No data,No data,
M141976,Hubbles Lake,Hubbles Lake Resort,9350169,53.564630,-114.093747,30-Jul-14,No data,No data,"2,750",<50,<50,<50,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,
M141953,Hubbles Lake,Hubbles Lake Resort,9350169,53.564630,-114.093747,7-Aug-14,9:32 AM,0.06,0,<50,<50,<50,Composite,No data,No data,No data,No data,No data,No data,No data,No data,No data,
M141958,Hubbles Lake,Hubbles Lake Resort,9350169,53.564630,-114.093747,25-Aug-14,9:40 AM,0.06,0,<50,<50,<50,Composite,Bottom of lake is clearly visible at 30 cm depth,No sightings of birds or other animals,No data,No data,No data,No data,No data,No data,No data,
M141675,Hutch Lake,Hutch Lake Campground and Day Use,9010033,58.765640,-117.369400,11-Aug-14,2:35 PM,2.80,No data,No data,No data,No data,Composite,No data,Water was distinctly green in colour with bits of green vegetation floating on the water,No data,No data,No data,No data,No data,No data,No data,
M141760,Iosegun Lake,Iosegun Lake Beach,9620843,54.456471,-116.814607,2-Jun-14,11:45 AM,0.06,0,1.67E+02,<50,<50,Composite,Bottom of lake is clearly visible at 30 cm depth,No data,No data,No data,No data,No data,No data,No data,No data,
M141756,Iosegun Lake,Iosegun Lake Beach,9620843,54.456471,-116.814607,9-Jun-14,10:00 AM,0.08,0,<50,<50,<50,Composite,Bottom of lake is clearly visible at 30 cm depth,No data,No data,No data,No data,No data,No data,No data,No data,
M141751,Iosegun Lake,Iosegun Lake Beach,9620843,54.456471,-116.814607,16-Jun-14,10:15 AM,0.07,0,4.10E+02,<50,<50,Composite,Bottom of lake is clearly visible at 30 cm depth,No data,No data,No data,No data,No data,No data,No data,No data,
M141746,Iosegun Lake,Iosegun Lake Beach,9620843,54.456471,-116.814607,23-Jun-14,9:50 AM,0.06,0,<50,<50,<50,Composite,Bottom of lake is clearly visible at 30 cm depth,No data,No data,No data,No data,No data,No data,No data,No data,
M141742,Iosegun Lake,Iosegun Lake Beach,9620843,54.456471,-116.814607,2-Jul-14,10:10 AM,0.11,"17,316",6.10E+02,<50,<50,Composite,Bottom of lake is clearly visible at 30 cm depth,No data,No data,No data,No data,No data,No data,No data,No data,
M141745,Iosegun Lake,Iosegun Lake Beach,9620843,54.456471,-116.814607,7-Jul-14,9:58 AM,0.17,"28,978",9.48E+03,3.93E+02,<50,Composite,Distinct green or blue-green colouration or streaks on the surface,No data,No data,No data,No data,No data,No data,No data,No data,
M141738,Iosegun Lake,Iosegun Lake Beach,9620843,54.456471,-116.814607,15-Jul-14,9:45 AM,0.16,"38,197",<50,<50,<50,Composite,Bottom of lake is clearly visible at 30 cm depth,No data,No data,No data,No data,No data,No data,No data,No data,
M141735,Iosegun Lake,Iosegun Lake Beach,9620843,54.456471,-116.814607,22-Jul-14,9:55 AM,0.22,"17,316",9.75E+02,<50,<50,Composite,Bottom of lake is clearly visible at 30 cm depth,No data,No data,No data,No data,No data,No data,No data,No data,
M141732,Iosegun Lake,Iosegun Lake Beach,9620843,54.456471,-116.814607,28-Jul-14,9:50 AM,1.40,"88,108",3.00E+02,<50,<50,Composite,No data,Green layer of algae,No data,No data,No data,No data,No data,No data,No data,
M141727,Iosegun Lake,Iosegun Lake Beach,9620843,54.456471,-116.814607,5-Aug-14,9:50 AM,0.14,"112,045",<50,<50,<50,Composite,Bottom of lake is clearly visible at 30 cm depth,No data,No data,No data,No data,No data,No data,No data,No data,
M141683,Iosegun Lake,Iosegun Lake Beach,9620843,54.456471,-116.814607,11-Aug-14,10:15 AM,0.36,"308,124",<50,<50,<50,Composite,Bottom of lake is clearly visible at 30 cm depth,No data,No data,No data,No data,No data,No data,No data,No data,
M141687,Iosegun Lake,Iosegun Lake Beach,9620843,54.456471,-116.814607,19-Aug-14,9:55 AM,1.61,"570,410",1.78E+03,<50,<50,Composite,Bottom of lake is clearly visible at 30 cm depth,No data,No data,No data,No data,No data,No data,No data,No data,
M141690,Iosegun Lake,Iosegun Lake Beach,9620843,54.456471,-116.814607,25-Aug-14,10:25 AM,0.24,"81,487",3.73E+02,<50,<50,Composite,Bottom of lake is clearly visible at 30 cm depth,No data,No data,No data,No data,No data,No data,No data,No data,
M141412,Isle Lake,Gainford Beach,9602751,53.590493,-114.790092,26-May-14,10:08 AM,0.09,0,<50,<50,<50,Composite,Bottom of lake is clearly visible at 30 cm depth,No data,No data,No data,No data,No data,No data,No data,No data,
M141409,Isle Lake,Gainford Beach,9602751,53.590493,-114.790092,2-Jun-14,10:05 AM,0.13,"39,725",4.50E+02,<50,<50,Composite,Bottom of lake is clearly visible at 30 cm depth,No data,No data,No data,No data,No data,No data,No data,No data,
M141406,Isle Lake,Gainford Beach,9602751,53.590493,-114.790092,9-Jun-14,9:45 AM,0.45,"15,890",3.28E+02,<50,<50,Composite,Distinct green or blue-green colouration or streaks on the surface,Globules of green suspended in water,No data,No data,No data,No data,No data,No data,No data,
M141422,Isle Lake,Gainford Beach,9602751,53.590493,-114.790092,16-Jun-14,10:00 AM,0.73,"243,035",6.85E+01,<50,<50,Composite,Visible green or blue-green scums affect large parts of the surface,Suspected cyanobacteria,No data,No data,No data,No data,No data,No data,No data,
M141402,Isle Lake,Gainford Beach,9602751,53.590493,-114.790092,23-Jun-14,9:55 AM,4.47,"94,117",3.15E+03,<50,<50,Composite,Visible green or blue-green scums affect large parts of the surface,No data,No data,No data,No data,No data,No data,No data,No data,
M141420,Isle Lake,Gainford Beach,9602751,53.590493,-114.790092,30-Jun-14,9:30 AM,3.83,"59,892",1.86E+04,<50,<50,Composite,Visible green or blue-green scums affect large parts of the surface,Filamentous green suspended in the water,No data,No data,No data,No data,No data,No data,No data,
M141475,Isle Lake,Gainford Beach,9602751,53.590493,-114.790092,7-Jul-14,10:02 AM,5.35,"155,844",5.38E+03,<50,<50,Composite,Visible green or blue-green scums affect large parts of the surface,No data,No data,No data,No data,No data,No data,No data,No data,
M141429,Isle Lake,Gainford Beach,9602751,53.590493,-114.790092,14-Jul-14,10:05 AM,3.00,"109,499",2.37E+04,<50,<50,Composite,Distinct green or blue-green colouration or streaks on the surface,No data,No data,No data,No data,No data,No data,No data,No data,
M141418,Isle Lake,Gainford Beach,9602751,53.590493,-114.790092,21-Jul-14,8:45 AM,7.20,"148,714",1.04E+05,<50,<50,Composite,Distinct green or blue-green colouration or streaks on the surface,Cyanobacteria through water column,No data,No data,No data,No data,No data,No data,No data,
M141416,Isle Lake,Gainford Beach,9602751,53.590493,-114.790092,28-Jul-14,11:15 AM,13.27,"174,433",3.63E+04,<50,<50,Composite,Visible green or blue-green scums affect large parts of the surface,No data,No data,No data,No data,No data,No data,No data,No data,
M141507,Isle Lake,Gainford Beach,9602751,53.590493,-114.790092,7-Aug-14,10:10 AM,7.69,"244,461",2.14E+05,<50,<50,Composite,Visible green or blue-green scums affect large parts of the surface,Raining at time of collection,No data,No data,No data,No data,No data,No data,No data,
M141508,Isle Lake,Gainford Beach,9602751,53.590493,-114.790092,11-Aug-14,11:00 AM,11.85,"336,135",2.68E+06,<50,<50,Composite,Visible green or blue-green scums affect large parts of the surface,No data,No data,No data,No data,No data,No data,No data,No data,
M141449,Isle Lake,Gainford Beach,9602751,53.590493,-114.790092,18-Aug-14,10:00 AM,23.73,"720,652",2.32E+05,<50,<50,Composite,Visible green or blue-green scums affect large parts of the surface,No data,No data,No data,No data,No data,No data,No data,No data,
M141414,Isle Lake,Gainford Beach,9602751,53.590493,-114.790092,25-Aug-14,10:45 AM,4.62,"407,436",9.78E+04,<50,<50,Composite,Distinct green or blue-green colouration or streaks on the surface,Suspended throughout the water column,No data,No data,No data,No data,No data,No data,No data,
M141442,Isle Lake,Kokomoko Day Use Area,9602376,53.598707,-114.760845,26-May-14,11:15 AM,0.09,"20,881",<50,<50,<50,Composite,No data,No data,No data,No data,No data,No data,No data,No data,No data,
M141408,Isle Lake,Kokomoko Day Use Area,9602376,53.598707,-114.760845,2-Jun-14,10:40 AM,0.18,"56,022",<50,<50,<50,Composite,Bottom of lake is clearly visible at 30 cm depth,No data,No data,No data,No data,No data,No data,No data,No data,
M141407,Isle Lake,Kokomoko Day Use Area,9602376,53.598707,-114.760845,9-Jun-14,10:20 AM,0.14,"28,699",3.13E+02,<50,<50,Composite,Bottom of lake is clearly visible at 30 cm depth,No data,No data,No data,No data,No data,No data,No data,No data,
M141423,Isle Lake,Kokomoko Day Use Area,9602376,53.598707,-114.760845,16-Jun-14,10:45 AM,0.19,"7,843",9.03E+01,<50,<50,Composite,Distinct green or blue-green colouration or streaks on the surface,"Clumps of green filaments below the water surface, some green suspended particles noted",No data,No data,No data,No data,No data,No data,No data,
M141401,Isle Lake,Kokomoko Day Use Area,9602376,53.598707,-114.760845,23-Jun-14,10:30 AM,14.79,"402,776",1.94E+07,<50,<50,Composite,Visible green or blue-green scums affect large parts of the surface,Extremely dense scums throughout water column,No data,No data,No data,No data,No data,No data,No data,
M141419,Isle Lake,Kokomoko Day Use Area,9602376,53.598707,-114.760845,30-Jun-14,10:20 AM,4.57,"178,508",4.60E+03,<50,<50,Composite,Visible green or blue-green scums affect large parts of the surface,No data,No data,No data,No data,No data,No data,No data,No data,
M141448,Isle Lake,Kokomoko Day Use Area,9602376,53.598707,-114.760845,7-Jul-14,10:50 AM,25.81,"305,577",5.25E+05,<50,<50,Composite,Visible green or blue-green scums affect large parts of the surface,No data,No data,No data,No data,No data,No data,No data,No data,
M141427,Isle Lake,Kokomoko Day Use Area,9602376,53.598707,-114.760845,14-Jul-14,10:40 AM,5.00,"16,297",5.18E+04,<50,<50,Composite,Distinct green or blue-green colouration or streaks on the surface,No data,No data,No data,No data,No data,No data,No data,No data,
M141417,Isle Lake,Kokomoko Day Use Area,9602376,53.598707,-114.760845,21-Jul-14,9:20 AM,15.13,"157,881",1.19E+07,<50,<50,Composite,Visible green or blue-green scums affect large parts of the surface,No data,No data,No data,No data,No data,No data,No data,No data,
M141415,Isle Lake,Kokomoko Day Use Area,9602376,53.598707,-114.760845,28-Jul-14,11:55 AM,28.58,"361,599",1.77E+06,<50,<50,Composite,Visible green or blue-green scums affect large parts of the surface,No data,No data,No data,No data,No data,No data,No data,No data,
M141506,Isle Lake,Kokomoko Day Use Area,9602376,53.598707,-114.760845,8-Aug-14,10:50 AM,6.91,"430,354",6.60E+04,<50,<50,Composite,Distinct green or blue-green colouration or streaks on the surface,No data,No data,No data,No data,No data,No data,No data,No data,
M141509,Isle Lake,Kokomoko Day Use Area,9602376,53.598707,-114.760845,11-Aug-14,11:40 AM,11.01,"236,822",5.90E+05,<50,<50,Composite,Distinct green or blue-green colouration or streaks on the surface,No data,No data,No data,No data,No data,No data,No data,No data,
M141505,Isle Lake,Kokomoko Day Use Area,9602376,53.598707,-114.760845,18-Aug-14,10:40 AM,12.10,"287,751",6.60E+06,<50,<50,Composite,Visible green or blue-green scums affect large parts of the surface,Globs of green cyanobacteria on water,No data,No data,No data,No data,No data,No data,No data,
M141450,Isle Lake,Kokomoko Day Use Area,9602376,53.598707,-114.760845,25-Aug-14,11:25 AM,42.10,"760,326",2.50E+06,<50,<50,Composite,Distinct green or blue-green colouration or streaks on the surface,Blue paint-like scum on surface,No data,No data,No data,No data,No data,No data,No data,
M141433,Jackfish Lake (Parkland County),Public Beach Area,9610366,53.484905,-114.229306,26-May-14,No data,No data,0,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,
M141428,Jackfish Lake (Parkland County),Public Beach Area,9610366,53.484905,-114.229306,2-Jun-14,12:05 PM,0.07,0,<50,<50,<50,Composite,Bottom of lake is clearly visible at 30 cm depth,No data,No data,No data,No data,No data,No data,No data,No data,
M141477,Jackfish Lake (Parkland County),Public Beach Area,9610366,53.484905,-114.229306,7-Jul-14,11:20 AM,0.08,"18,131",<50,<50,<50,Composite,Bottom of lake is clearly visible at 30 cm depth,"Clear shore, people fishing, two boats",No data,No data,No data,No data,No data,No data,No data,
M141951,Jackfish Lake (Parkland County),Public Beach Area,9610366,53.484905,-114.229306,7-Aug-14,11:32 AM,0.28,"141,660",9.08E+01,<50,<50,Composite,No data,No data,No data,No data,No data,No data,No data,No data,No data,
M141531,Jackfish Lake (Parkland County),Public Beach Area,9610366,53.484905,-114.229306,25-Aug-14,11:42 AM,0.51,"120,372",6.35E+02,<50,<50,Composite,Bottom of lake is clearly visible at 30 cm depth,No data,No data,No data,No data,No data,No data,No data,No data,
M141583,Kehiwin Lake,Elk Point Elks Wilderness Park Beach,9013527,54.024241,-110.911997,19-Aug-14,12:00 PM,1.02,"256,150",3.18E+04,2.33E+02,<50,Grab,Distinct green or blue-green colouration or streaks on the surface,"No surface streaks, dark green coloured water",No data,No data,No data,No data,No data,No data,No data,
M141674,Lac La Biche,Blais Resort,No data,54.932530,-112.143674,18-Aug-14,2:55 PM,3.37,381,1.31E+04,5.63E+01,<50,Composite,Distinct green or blue-green colouration or streaks on the surface,No data,No data,No data,No data,No data,No data,No data,No data,
M141642,Lac La Biche,McArthur Beach,9411695,54.775067,-111.972138,11-Jun-14,1:15 PM,0.05,0,<50,<50,<50,Composite,Bottom of lake is clearly visible at 30 cm depth,No data,No data,No data,No data,No data,No data,No data,No data,
M141643,Lac La Biche,McArthur Beach,9411695,54.775067,-111.972138,11-Jul-14,11:00 AM,0.07,0,1.43E+03,<50,<50,Composite,Bottom of lake is clearly visible at 30 cm depth,No data,No data,No data,No data,No data,No data,No data,No data,
M141679,Lac La Biche,Ulliac Beach,No data,54.837550,-112.182510,7-Aug-14,11:50 AM,0.29,"19,609",4.93E+03,<50,<50,Composite,Bottom of lake is clearly visible at 30 cm depth,No data,No data,No data,No data,No data,No data,No data,No data,
M141960,Lac La Nonne,Camp Encounter,9380005,53.921145,-114.281768,19-Aug-14,2:00 PM,2.18,"51,693",8.53E+02,<50,<50,Composite,Distinct green or blue-green colouration or streaks on the surface,No data,No data,No data,No data,No data,No data,No data,No data,
M141483,Lac Ste. Anne,Lac Ste. Anne SV West Cove Boat Launch - Beach,8825312,53.702638,-114.493872,24-Jul-14,12:45 PM,22.87,"960,020",1.32E+06,<50,<50,Composite,Visible green or blue-green scums affect large parts of the surface,"Blue-green algae along shoreline, pea soup throughout water column",No data,No data,No data,No data,No data,No data,No data,
M141273,Lake McGregor,Lake McGregor Country Estates Beach,8823909,50.342019,-112.837231,4-Jun-14,2:30 PM,0.05,0,<50,<50,<50,Composite,Bottom of lake is clearly visible at 30 cm depth,No data,No data,No data,No data,No data,No data,No data,No data,
M141278,Lake McGregor,Lake McGregor Country Estates Beach,8823909,50.342019,-112.837231,19-Jun-14,No data,No data,0,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,
M141303,Lake McGregor,Lake McGregor Country Estates Beach,8823909,50.342019,-112.837231,25-Jun-14,1:16 PM,0.08,0,<50,<50,<50,No data,Bottom of lake is clearly visible at 30 cm depth,No data,No data,No data,No data,No data,No data,No data,No data,
M141300,Lake McGregor,Lake McGregor Country Estates Beach,8823909,50.342019,-112.837231,2-Jul-14,9:57 AM,0.08,0,<50,<50,<50,Grab,Bottom of lake is clearly visible at 30 cm depth,No data,No data,No data,No data,No data,No data,No data,No data,
M141332,Lake McGregor,Lake McGregor Country Estates Beach,8823909,50.342019,-112.837231,10-Jul-14,No data,0.08,No data,<50,<50,<50,Grab,No data,No data,No data,No data,No data,No data,No data,No data,No data,
M141309,Lake McGregor,Lake McGregor Country Estates Beach,8823909,50.342019,-112.837231,16-Jul-14,10:45 AM,0.05,No data,No data,No data,No data,Grab,Bottom of lake is clearly visible at 30 cm depth,No data,No data,No data,No data,No data,No data,No data,No data,
